ID_Colaborador,Departamento,Nivel,Genero,Tempo_Casa_Anos,Processos_Ativos,Horas_Extras_Mes,Satisfacao_Clima,Percentual_Bonus_Recebido,Status_Atual
376,Corporativo,Júnior,Feminino,1.9,17,13,3.3,10%,Desligado
377,Trabalhista,Pleno,Não-binário,3.2,46,23,2.2,14,Ativo
378,Tributário,Júnior,Masc,2.0,18,9,3.2,6,Ativo
379,Tributário,Pleno,Não-binário,3.7,28,8,3.1,15,Ativo
380,Civil,Sênior,Não-binário,6.6,25,17,3.0,21,Ativo
381,TRIBUTÁRIO,Júnior,Feminino,1.9,32,12,4.1,2,Ativo
382,Tributário,Júnior,Feminino,0.6,24,13,4.0,1,Ativo
383,Trabalhista,Júnior,Masculino,0.9,44,35,3.4,5,Ativo
384,Corporativo,Pleno,Feminino,4.2,30,24,4.2,17,Ativo
385,Civil,Júnior,Feminino,"1,0",27,15,4.7,6,Ativo
386,Corporativo,Júnior,Masculino,1.0,35,24,3.3,5,Ativo
387,Trabalhista,Júnior,Masculino,1.0,47,30,2.5,10,Ativo
388,Tributário,Pleno,Não-binário,4.3,25,17,3.6,16,Ativo
389,Corporativo,Júnior,Feminino,2.4,21,23,5.0,2,Ativo
390,Civil,Pleno,Não-binário,3.4,37,11,3.9,14,Ativo
391,Civil,Sênior,Masculino,6.9,19,25,3.6,26,Ativo
392,Trabalhista,Júnior,Não-binário,1.2,47,,,9,Ativo
393,Tributário,Júnior,Não-binário,1.2,31,18,4.1,5,Ativo
394,Civil,Pleno,Feminino,4.3,36,16,3.3,19,Ativo
395,Civil,Júnior,Não-binário,2.5,36,25,3.8,5,Desligado
396,Tributário,Júnior,Feminino,0.3,23,12,4.0,8,Ativo
397,Trabalhista,Pleno,Masculino,"3,1",49,38,3.2,12,Ativo
398,Corporativo,Júnior,Feminino,1.4,24,18,4.8,1,Ativo
399,Civil,Sênior,Não-binário,5.0,24,15,3.9,18,Ativo
400,TRIBUTÁRIO,Sênior,Masculino,6.2,29,19,3.6,26,Desligado
400,TRIBUTÁRIO,Sênior,Masculino,6.2,29,19,3.6,26,Desligado
402,Trabalhista,Pleno,Não-binário,2.5,40,30,3.0,17,Ativo
403,Trabalhista,Pleno,Masculino,3.9,40,33,2.7,19,Ativo
404,Trabalhista,Sócio,Masculino,11.7,47,20,3.3,,Desligado
405,Corporativo,Júnior,Não-binário,2.1,17,23,3.2,8,Ativo
406,,Sócio,Masculino,9.6,49,23,2.5,55,Ativo
407,Corporativo,Júnior,Não-binário,1.2,27,23,3.2,5,Desligado
408,Tributário,Sênior,Não-binário,5.1,36,14,4.8,24,Ativo
409,Civil,Pleno,Não-binário,"2,4",18,12,,12,Ativo
410,Corporativo,Júnior,Não-binário,0.6,27,18,4.2,9,Ativo
411,Tributário,Sênior,Masculino,5.2,35,22,4.4,32,Ativo
412,Trabalhista,Júnior,Não-binário,0.7,44,24,2.3,7,Ativo
413,Civil,Pleno,Masculino,4.9,30,9,3.4,16,Ativo
414,Tributário,Pleno,Masculino,4.1,28,19,4.0,11,Ativo
415,Civil,Pleno,Feminino,2.9,23,,4.1,12,Ativo
416,Tributário,Júnior,Não-binário,1.9,30,22,4.0,9,Ativo
417,Civil,Júnior,Masculino,2.0,26,22,4.6,0,Ativo
418,Tributário,Júnior,Não-binário,0.8,28,8,4.5,10,Ativo
419,TRABALHISTA,Sócio,Masculino,14.0,36,34,2.5,42,Ativo
420,Tributário,Pleno,Feminino,4.3,22,11,4.6,19,Ativo
421,Corporativo,Júnior,Não-binário,"1,6",28,10,4.2,3,Ativo
422,Trabalhista,Júnior,Feminino,1.6,62,43,1.9,2,Desligado
423,Corporativo,Júnior,Não-binário,0.9,33,13,4.9,8,Ativo
424,Civil,Júnior,Feminino,2.4,28,6,5.0,10,Desligado
425,Trabalhista,Pleno,Não-binário,4.6,42,24,3.3,13,Ativo
426,Tributário,Júnior,Masculino,0.6,35,13,,6%,Ativo
427,Tributário,Júnior,Feminino,1.7,17,17,4.0,4,Ativo
428,Corporativo,Júnior,Masculino,2.4,25,23,3.0,1,Ativo
429,Tributário,Júnior,Não-binário,1.8,26,7,4.6,6,Ativo
430,Trabalhista,Pleno,Masculino,4.5,50,28,2.6,14,Ativo
431,Corporativo,Pleno,Não-binário,3.7,33,20,4.6,20,Ativo
432,Civil,Pleno,Feminino,2.3,29,5,3.2,12,Ativo
433,Tributário,Pleno,Masculino,"2,0",28,11,5.0,12,Ativo
434,Corporativo,Júnior,Feminino,2.2,23,7,4.3,4,Ativo
435,Civil,Sócio,Masculino,12.3,35,10,3.1,,Desligado
436,Corporativo,Júnior,Não-binário,1.8,22,18,4.3,1,Ativo
437,Civil,Pleno,Feminino,3.4,19,23,3.5,20,Ativo
438,TRIBUTÁRIO,Júnior,Feminino,0.3,25,,5.0,6,Ativo
439,Trabalhista,Sênior,Masculino,4.7,47,22,3.3,23,Ativo
440,Civil,Júnior,Masculino,1.1,24,9,3.8,2,Ativo
441,Trabalhista,Júnior,Feminino,1.5,45,54,2.0,7,Desligado
442,Corporativo,Júnior,Não-binário,0.8,38,9,4.8,9,Ativo
443,Tributário,Pleno,Feminino,2.3,18,9,,19,Ativo
444,Tributário,Sênior,Masculino,7.9,25,9,3.5,32,Ativo
445,Civil,Júnior,Feminino,"1,5",34,24,3.6,0,Ativo
446,Corporativo,Pleno,Feminino,3.6,31,11,4.5,14,Ativo
447,Civil,Pleno,Feminino,3.5,18,12,4.0,19,Ativo
448,Civil,Pleno,Não-binário,4.7,15,16,4.9,12,Ativo
449,Tributário,Júnior,Não-binário,1.2,32,10,4.5,1,Ativo
450,Civil,Júnior,Não-binário,0.4,23,11,3.1,0,Ativo
451,,Jr.,Não-binário,0.9,37,21,4.5,6%,Ativo
452,Tributário,Júnior,Feminino,1.7,32,24,3.3,1,Ativo
453,Corporativo,Júnior,Feminino,1.4,21,9,4.1,6,Ativo
454,Civil,Sênior,Masculino,6.9,38,12,3.1,23,Ativo
455,Tributário,Júnior,Feminino,1.3,34,6,3.6,10,Ativo
456,Trabalhista,Pleno,Feminino,2.0,49,35,1.2,15,Ativo
457,CORPORATIVO,Pleno,Feminino,"3,1",38,13,4.5,11,Ativo
458,Civil,Pleno,Masculino,4.4,23,21,3.1,19,Ativo
459,Civil,Júnior,Masculino,1.3,26,6,4.0,9,Desligado
460,Trabalhista,Sênior,Masculino,5.1,38,38,,23,Ativo
461,Trabalhista,Sênior,Não-binário,6.3,36,,2.4,22,Ativo
462,Corporativo,Sócio,Masculino,14.4,20,6,4.1,60,Ativo
463,Tributário,Júnior,Feminino,1.0,28,15,3.5,1,Ativo
464,Corporativo,Júnior,Feminino,1.4,16,10,3.4,8,Ativo
465,Civil,Pleno,Masc,2.2,29,14,4.5,14,Ativo
466,Corporativo,Júnior,Feminino,1.5,15,16,3.4,,Ativo
467,Corporativo,Sócio,Não-binário,12.0,29,16,4.2,45,Ativo
468,Trabalhista,Júnior,Não-binário,2.3,42,24,2.0,6,Ativo
469,Civil,Júnior,Feminino,"1,5",35,5,4.9,0,Ativo
470,Tributário,Júnior,Não-binário,1.9,18,11,4.1,3,Ativo
471,Tributário,Júnior,Masculino,2.4,19,13,3.2,3,Ativo
472,Tributário,Pleno,Não-binário,4.7,29,7,4.2,18,Ativo
473,Trabalhista,Júnior,Não-binário,2.1,37,38,3.0,6,Ativo
474,Trabalhista,Júnior,Feminino,0.9,55,47,2.1,5,Desligado
475,Corporativo,Sócio,Masculino,9.2,17,11,3.3,58,Ativo
476,CIVIL,Pleno,Feminino,2.3,29,19,3.6,11%,Ativo
477,Corporativo,Júnior,Feminino,1.3,29,13,,1,Ativo
478,Trabalhista,Júnior,Não-binário,1.0,36,26,3.5,5,Ativo
479,Trabalhista,Pleno,Feminino,4.1,56,47,1.8,20,Ativo
480,Corporativo,Júnior,Masculino,2.1,20,5,4.9,7,Ativo
481,Trabalhista,Júnior,Feminino,"1,3",49,38,1.0,3,Desligado
482,Trabalhista,Júnior,Feminino,2.1,56,55,2.4,1,Ativo
483,Corporativo,Júnior,Feminino,0.3,17,11,4.8,7,Ativo
484,Trabalhista,Pleno,Feminino,4.7,55,,1.1,17,Ativo
485,Civil,Pleno,Feminino,4.8,28,17,4.0,16,Ativo
486,Tributário,Pleno,Feminino,3.1,20,13,3.6,12,Desligado
487,Civil,Pleno,Não-binário,3.9,22,25,3.6,16,Ativo
488,Tributário,Júnior,Feminino,0.5,27,9,3.8,10,Ativo
489,Trabalhista,Pleno,Não-binário,5.0,35,32,3.4,15,Ativo
490,Tributário,Júnior,Não-binário,2.0,26,23,4.0,6,Ativo
491,Corporativo,Júnior,Feminino,0.4,34,12,3.1,4,Ativo
492,Civil,Júnior,Masculino,1.5,33,12,4.9,1,Ativo
493,Trabalhista,Pleno,Não-binário,"2,7",36,27,3.0,16,Ativo
494,Corporativo,Pleno,Fem,2.5,33,15,,15,Ativo
495,CIVIL,Júnior,Não-binário,1.8,33,23,3.3,3,Ativo
496,,Pleno,Não-binário,2.9,30,6,3.2,13,Ativo
497,Trabalhista,Júnior,Feminino,1.5,45,45,2.4,,Ativo
498,Trabalhista,Pleno,Masculino,4.2,45,21,2.0,19,Ativo
499,Trabalhista,Sênior,Feminino,7.5,56,37,1.6,25,Ativo
500,Tributário,Sênior,Não-binário,4.9,24,15,3.3,17,Ativo
500,Tributário,Sênior,Não-binário,4.9,24,15,3.3,17,Ativo
502,Corporativo,Sênior,Feminino,6.8,20,17,3.6,19,Ativo
503,Trabalhista,Pleno,Feminino,4.2,63,47,2.3,19,Ativo
504,Civil,Pleno,Feminino,3.8,34,12,4.3,11,Ativo
505,Tributário,Júnior,Feminino,"1,0",17,12,3.7,5,Ativo
506,Trabalhista,Júnior,Não-binário,2.2,37,30,2.8,4,Desligado
507,Trabalhista,Sênior,Feminino,6.9,56,,2.2,15,Ativo
508,Civil,Sênior,Masculino,6.0,28,10,4.8,29,Desligado
509,Tributário,Júnior,Masculino,1.5,18,20,4.6,9,Ativo
510,Trabalhista,Sênior,Feminino,6.1,46,44,1.0,19,Ativo
511,Civil,Pleno,Feminino,3.0,27,10,,18,Ativo
512,Civil,Sócio,Masculino,11.8,34,20,4.4,53,Desligado
513,Trabalhista,Sênior,Não-binário,7.6,40,21,2.2,18,Ativo
514,TRABALHISTA,Sócio,Masculino,12.6,43,29,2.5,43,Ativo
515,Civil,Pleno,Masculino,3.7,30,9,3.1,10,Ativo
516,Tributário,Júnior,Feminino,0.9,36,25,4.2,3,Ativo
517,Civil,Júnior,Feminino,"0,8",35,14,5.0,7,Ativo
518,Civil,Júnior,Masculino,2.0,30,20,4.8,4,Ativo
519,Civil,Júnior,Não-binário,1.5,20,16,4.8,5,Ativo
520,Trabalhista,Júnior,Masculino,0.4,49,34,2.5,4,Ativo
521,Civil,Pleno,Feminino,4.3,36,8,3.2,15,Ativo
522,Tributário,Júnior,Não-binário,0.8,16,17,4.6,6,Ativo
523,Tributário,Sênior,Não-binário,7.6,30,14,3.2,15,Ativo
524,Trabalhista,Júnior,Feminino,2.4,59,40,2.4,2,Ativo
525,Trabalhista,Sênior,Feminino,4.9,58,37,2.5,21,Ativo
526,Trabalhista,Sênior,Não-binário,5.0,43,30,3.6,16%,Ativo
527,Civil,Sócio,Masculino,11.5,32,15,4.7,56,Ativo
528,Tributário,Sócio,Feminino,13.3,34,23,,,Ativo
529,Civil,Sênior,Masculino,"5,0",33,23,4.2,23,Ativo
530,Civil,Júnior,Não-binário,2.0,24,,4.8,6,Ativo
531,Corporativo,Sócio,Masculino,12.2,33,24,3.9,45,Desligado
532,Corporativo,Sênior,Masculino,5.0,34,17,3.1,27,Ativo
533,TRABALHISTA,Júnior,Feminino,1.9,53,46,1.0,4,Desligado
534,Corporativo,Júnior,Masculino,2.2,37,8,4.9,3,Ativo
535,Trabalhista,Pleno,Masculino,4.9,49,30,2.5,16,Ativo
536,Civil,Júnior,Feminino,1.3,28,20,4.5,5,Ativo
537,Civil,Júnior,Não-binário,2.0,17,14,4.4,6,Ativo
538,Trabalhista,Sócio,Não-binário,14.0,35,25,2.3,36,Ativo
539,Civil,Júnior,Feminino,0.4,16,16,4.4,4,Ativo
540,Corporativo,Júnior,Masculino,1.4,35,8,4.4,3,Desligado
541,,Sênior,Masculino,"6,6",20,20,4.2,27,Ativo
542,Corporativo,Júnior,Feminino,2.1,23,7,3.6,6,Ativo
543,Civil,Sênior,Feminino,7.5,21,12,4.3,25,Ativo
544,Trabalhista,Pleno,Masculino,4.0,35,20,2.9,12,Ativo
545,Trabalhista,Sócio,Não-binário,13.4,42,28,,39,Ativo
546,Corporativo,Sócio,Masculino,14.2,26,19,3.5,54,Ativo
547,Corporativo,Pleno,Não-binário,3.6,34,17,4.2,10,Ativo
548,Corporativo,Júnior,Não-binário,1.7,34,14,3.6,1,Ativo
549,Tributário,Júnior,Feminino,1.0,23,25,3.7,4,Ativo
550,Corporativo,Pleno,Não-binário,4.1,35,14,3.4,18,Ativo
551,Trabalhista,Jr.,Feminino,2.1,64,47,2.0,10%,Desligado
552,TRABALHISTA,Sênior,Não-binário,4.6,50,29,2.5,21,Desligado
553,Tributário,Sócio,Masculino,"12,9",33,,4.6,50,Ativo
554,Trabalhista,Júnior,Não-binário,1.5,50,31,2.9,2,Ativo
555,Trabalhista,Sênior,Masculino,4.8,39,28,3.3,30,Ativo
556,Trabalhista,Pleno,Não-binário,4.7,37,27,2.6,14,Ativo
557,Tributário,Júnior,Masculino,1.1,33,14,3.9,1,Ativo
558,Tributário,Pleno,Feminino,4.6,33,23,4.9,11,Ativo
559,Tributário,Júnior,Feminino,1.4,36,17,4.1,,Ativo
560,Civil,Júnior,Feminino,0.6,21,15,3.8,9,Ativo
561,Tributário,Sênior,Feminino,5.6,37,10,4.6,22,Desligado
562,Corporativo,Sênior,Não-binário,8.0,25,25,,22,Ativo
563,Corporativo,Pleno,Feminino,4.3,20,23,4.5,17,Ativo
564,Civil,Júnior,Feminino,1.7,35,18,3.8,7,Ativo
565,Tributário,Júnior,Feminino,"0,4",21,16,4.9,5,Ativo
566,Trabalhista,Pleno,Feminino,4.0,65,42,1.3,15,Desligado
567,Corporativo,Júnior,Feminino,0.5,31,23,3.6,1,Ativo
568,Civil,Sênior,Masculino,7.8,29,21,4.2,27,Ativo
569,Tributário,Sênior,Não-binário,8.0,25,20,3.7,18,Ativo
570,Trabalhista,Pleno,Masculino,2.1,42,24,2.4,10,Ativo
571,TRABALHISTA,Pleno,Feminino,3.1,65,36,1.6,20,Desligado
572,Corporativo,Pleno,Não-binário,3.9,34,6,4.3,20,Ativo
573,Civil,Júnior,Feminino,1.8,28,19,3.8,8,Ativo
574,Corporativo,Sênior,Masculino,7.0,21,25,3.0,28,Ativo
575,Civil,Sênior,Não-binário,6.3,34,24,4.4,21,Ativo
576,Civil,Pleno,Não-binário,4.2,18,,3.2,11%,Ativo
577,Tributário,Pleno,Feminino,"3,8",23,21,4.9,15,Ativo
578,Tributário,Pleno,Masculino,2.5,32,20,4.8,17,Ativo
579,Corporativo,Júnior,Feminino,0.3,36,7,,9,Ativo
580,Tributário,Sênior,Feminino,7.8,31,7,4.4,16,Ativo
581,Corporativo,Pleno,Não-binário,2.7,24,13,3.9,11,Ativo
582,Trabalhista,Júnior,Feminino,2.2,56,45,1.6,1,Desligado
583,Civil,Júnior,Feminino,0.3,19,25,3.3,5,Ativo
584,Tributário,Pleno,Não-binário,2.8,38,7,3.7,15,Ativo
585,Trabalhista,Júnior,Feminino,1.2,59,43,2.3,7,Ativo
586,,Pleno,Não-binário,4.7,20,8,3.3,10,Desligado
587,Trabalhista,Pleno,Feminino,3.2,63,50,2.2,20,Ativo
588,Tributário,Pleno,Feminino,3.8,26,24,3.1,20,Ativo
589,Trabalhista,Sênior,Masculino,"7,7",38,33,2.8,23,Ativo
590,CORPORATIVO,Pleno,Não-binário,2.9,37,21,4.5,,Ativo
591,Trabalhista,Sênior,Não-binário,7.6,38,33,3.2,18,Ativo
592,Tributário,Pleno,Masculino,4.0,35,17,3.3,18,Desligado
593,Civil,Júnior,Feminino,1.7,20,21,4.7,7,Desligado
594,Trabalhista,Pleno,Feminino,4.3,55,42,1.5,14,Ativo
595,Civil,Júnior,Não-binário,0.8,35,17,3.8,3,Ativo
596,Civil,Júnior,Masculino,1.3,33,19,,7,Ativo
597,Tributário,Pleno,Masculino,2.4,30,25,3.0,16,Ativo
598,Tributário,Júnior,Feminino,1.5,15,7,4.6,9,Ativo
599,Corporativo,Sócio,Não-binário,11.5,35,,4.9,41,Desligado
600,Civil,Pleno,Feminino,4.5,25,22,4.5,19,Ativo
601,Tributário,Pleno,Não-binário,"4,0",37,19,3.2,20%,Ativo
602,Trabalhista,Júnior,Feminino,1.1,65,44,1.8,5,Desligado
603,Civil,Júnior,Feminino,2.3,30,9,4.6,6,Ativo
604,Civil,Sênior,Masculino,6.6,21,8,4.9,28,Ativo
605,Trabalhista,Júnior,Masculino,2.1,41,30,2.2,6,Desligado
606,Civil,Júnior,Não-binário,2.1,33,8,4.5,7,Ativo
607,Tributário,Júnior,Não-binário,1.6,31,9,4.9,0,Ativo
608,Civil,Pleno,Não-binário,4.8,33,20,4.8,12,Ativo
609,TRABALHISTA,Júnior,Não-binário,2.1,38,32,3.2,9,Ativo
610,Corporativo,Pleno,Não-binário,4.6,28,24,4.8,13,Ativo
611,Corporativo,Sócio,Masculino,14.7,24,19,4.6,44,Ativo
612,Tributário,Júnior,Não-binário,1.8,38,21,3.6,8,Desligado
613,Corporativo,Júnior,Não-binário,"1,9",32,25,,3,Ativo
614,Corporativo,Júnior,Não-binário,1.1,36,9,5.0,10,Ativo
615,Trabalhista,Sócio,Não-binário,11.3,45,23,3.4,45,Ativo
616,Tributário,Sênior,Não-binário,7.1,32,14,4.8,21,Ativo
617,Civil,Júnior,Não-binário,0.5,27,9,3.1,0,Ativo
618,Trabalhista,Sênior,Masculino,7.1,40,29,3.2,24,Ativo
619,Civil,Sênior,Não-binário,7.2,21,22,3.1,22,Ativo
620,Civil,Sênior,Não-binário,7.5,38,22,4.7,25,Ativo
621,Tributário,Sênior,Feminino,6.3,37,14,4.4,,Ativo
622,Tributário,Sênior,Masculino,6.0,36,,4.9,22,Ativo
623,Civil,Pleno,Não-binário,2.8,34,19,4.7,20,Ativo
624,Corporativo,Júnior,Não-binário,1.5,34,11,4.6,3,Ativo
625,Corporativo,Sócio,Masculino,"8,4",36,7,3.4,45,Ativo
626,Civil,Sênior,Masculino,4.6,23,22,3.5,24%,Ativo
627,Corporativo,Júnior,Feminino,1.0,37,9,3.1,5,Ativo
628,CIVIL,Pleno,Não-binário,3.8,36,14,4.0,19,Ativo
629,Corporativo,Júnior,Feminino,2.0,25,21,3.4,2,Ativo
630,Civil,Júnior,Não-binário,0.7,32,22,,5,Ativo
631,,Júnior,Feminino,1.8,55,46,1.4,9,Desligado
632,Tributário,Júnior,Não-binário,2.1,35,5,3.2,5,Ativo
633,Tributário,Júnior,Feminino,2.3,34,24,3.5,0,Ativo
634,Corporativo,Pleno,Masculino,4.7,18,17,3.5,14,Ativo
635,Civil,Pleno,Não-binário,4.5,26,21,4.6,17,Ativo
636,Tributário,Pleno,Feminino,2.9,35,11,3.6,11,Ativo
637,Civil,Pleno,Feminino,"4,9",32,22,3.0,11,Ativo
638,Trabalhista,Júnior,Não-binário,1.7,41,33,3.5,3,Ativo
639,Tributário,Júnior,Não-binário,2.1,17,9,3.0,5,Desligado
640,Civil,Júnior,Feminino,0.5,20,13,4.1,9,Ativo
641,Trabalhista,Pleno,Masculino,3.2,49,32,2.8,10,Ativo
642,Tributário,Pleno,Não-binário,2.4,15,25,4.4,11,Ativo
643,Civil,Júnior,Não-binário,2.2,26,21,3.2,10,Ativo
644,Corporativo,Júnior,Não-binário,0.5,29,17,3.8,10,Ativo
645,Civil,Júnior,Masculino,0.6,22,,4.5,8,Ativo
646,Corporativo,Júnior,Não-binário,0.6,36,25,3.7,0,Ativo
647,TRABALHISTA,Pleno,Feminino,2.1,63,54,,18,Desligado
648,Civil,Sênior,Masculino,5.2,38,16,3.4,32,Ativo
649,Trabalhista,Júnior,Feminino,"0,7",64,43,1.3,2,Ativo
650,Civil,Pleno,Não-binário,3.4,32,7,3.6,11,Ativo
